ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-10-24T17:18:14Z,xngnm3j4vjni403oma295la0j,android,326799,BR,177.51.2.104,unknown,Sympathy For The Devil,Motörhead,Bad Magic,spotify:track:5Yql4ooghbDqwXIvCGXsdx,,,,trackdone,trackdone,false,false,false,1666631673,false
2022-10-24T17:20:32Z,xngnm3j4vjni403oma295la0j,android,136131,BR,177.51.2.104,unknown,Rusty Cage - Remastered 2016,Soundgarden,Badmotorfinger,spotify:track:6hqIXyo6GxydAnoI8XeIrV,,,,trackdone,fwdbtn,false,true,false,1666632013,false
2022-10-24T17:20:35Z,xngnm3j4vjni403oma295la0j,android,3150,BR,177.51.2.104,unknown,Spoonman,Soundgarden,Superunknown,spotify:track:1jMaB19DiVR8OihLSuYFOt,,,,fwdbtn,fwdbtn,false,true,false,1666632151,false
2022-10-24T17:20:36Z,xngnm3j4vjni403oma295la0j,android,1065,BR,177.51.2.104,unknown,Man in the Box,Alice In Chains,Facelift,spotify:track:6gZVQvQZOFpzIy3HblJ20F,,,,fwdbtn,fwdbtn,false,true,false,1666632154,false
2022-10-24T17:20:39Z,xngnm3j4vjni403oma295la0j,android,2426,BR,177.51.2.104,unknown,Would? (2022 Remaster),Alice In Chains,Dirt,spotify:track:5sFDReWLrZHLFZFjHsjUTS,,,,fwdbtn,fwdbtn,false,true,false,1666632156,false
2022-10-24T17:20:41Z,xngnm3j4vjni403oma295la0j,android,1684,BR,177.51.2.104,unknown,Rooster (2022 Remaster),Alice In Chains,Dirt,spotify:track:0wvIGFIgbyz4JNwQhZgTv2,,,,fwdbtn,fwdbtn,false,true,false,1666632158,false
2022-10-24T17:20:43Z,xngnm3j4vjni403oma295la0j,android,1355,BR,177.51.2.104,unknown,Them Bones (2022 Remaster),Alice In Chains,Dirt,spotify:track:4A065x9kJt955eGVqf813g,,,,fwdbtn,fwdbtn,false,true,false,1666632161,false
2022-10-24T17:20:45Z,xngnm3j4vjni403oma295la0j,android,1049,BR,177.51.2.104,unknown,Rainier Fog,Alice In Chains,Rainier Fog,spotify:track:16muBPcWmkHSl1uM4tE8WL,,,,fwdbtn,fwdbtn,false,true,false,1666632162,false
2022-10-24T17:20:46Z,xngnm3j4vjni403oma295la0j,android,760,BR,177.51.2.104,unknown,Never Fade,Alice In Chains,Rainier Fog,spotify:track:1s7fF5rM9oJmfpkK4OF8tu,,,,fwdbtn,fwdbtn,false,true,false,1666632163,false
2022-10-24T17:20:48Z,xngnm3j4vjni403oma295la0j,android,763,BR,177.51.2.104,unknown,Stone,Alice In Chains,The Devil Put Dinosaurs Here,spotify:track:6N18F843M7cyNozIzLfBbS,,,,fwdbtn,fwdbtn,false,true,false,1666632166,false
2022-10-24T17:20:49Z,xngnm3j4vjni403oma295la0j,android,592,BR,177.51.2.104,unknown,Hollow,Alice In Chains,The Devil Put Dinosaurs Here,spotify:track:4QxG6WiU4bHKfyajquwvC0,,,,fwdbtn,fwdbtn,false,true,false,1666632167,false
2022-10-24T17:41:43Z,xngnm3j4vjni403oma295la0j,android,740,BR,179.185.184.139,unknown,We Die Young,Alice In Chains,Facelift,spotify:track:5Ds35L9KpUDKgSxZ6whuoQ,,,,fwdbtn,logout,false,false,false,1666632168,false
2022-10-24T17:48:33Z,xngnm3j4vjni403oma295la0j,windows,1750,BR,179.185.184.139,unknown,Rain,The Cult,Love,spotify:track:3Od5XBElZqm5N6rr86LS5r,,,,playbtn,endplay,false,true,false,1666633714,false
2022-10-24T17:52:30Z,xngnm3j4vjni403oma295la0j,windows,237213,BR,179.185.184.139,unknown,Rain - Remastered,The Cult,Love,spotify:track:7D5Gx8XtLpsnirabMVN9VL,,,,playbtn,trackdone,false,false,false,1666633716,false
2022-10-24T17:55:27Z,xngnm3j4vjni403oma295la0j,windows,175786,BR,179.185.184.139,unknown,Nirvana - Remastered,The Cult,Love,spotify:track:7znb7PhY69KOZhXQ1uqM7N,,,,trackdone,logout,false,false,false,1666633953,false
2022-10-24T21:46:40Z,xngnm3j4vjni403oma295la0j,android,126306,BR,179.185.184.139,unknown,Cinema,Kero Kero Bonito,TOTEP,spotify:track:6qAXcAJwzmdZjbUvC9cv2e,,,,clickrow,trackdone,false,false,false,1666647993,false
2022-10-24T21:48:35Z,xngnm3j4vjni403oma295la0j,android,115555,BR,179.185.184.139,unknown,Pocket Crocodile,Kero Kero Bonito,Intro Bonito,spotify:track:4S4zAz91PBXtnTLrBHioHQ,,,,trackdone,trackdone,false,false,false,1666648119,false
2022-10-24T21:50:32Z,xngnm3j4vjni403oma295la0j,android,115555,BR,179.185.184.139,unknown,Pocket Crocodile,Kero Kero Bonito,Intro Bonito,spotify:track:4S4zAz91PBXtnTLrBHioHQ,,,,trackdone,trackdone,false,false,false,1666648235,false
2022-10-24T21:54:56Z,xngnm3j4vjni403oma295la0j,android,240081,BR,179.185.184.139,unknown,Trampoline,Kero Kero Bonito,Bonito Generation,spotify:track:0IfiCe2VT01iuACYMnx4sL,,,,trackdone,endplay,false,true,false,1666648351,false
2022-10-24T21:59:58Z,xngnm3j4vjni403oma295la0j,android,302706,BR,177.51.7.164,unknown,"Go by Richard, Not by Dick",Organ Freeman,Organ Freeman,spotify:track:0f1JMaMY0G3HLmpOwb1K8n,,,,clickrow,trackdone,true,false,false,1666648615,false
2022-10-24T22:00:13Z,xngnm3j4vjni403oma295la0j,android,13606,BR,177.51.7.164,unknown,Три полоски,Animal Jazz,Шаг вдох,spotify:track:5wt835alK7N1uJD8hC3TnU,,,,trackdone,fwdbtn,true,true,false,1666648917,false
2022-10-24T22:00:15Z,xngnm3j4vjni403oma295la0j,android,1727,BR,177.51.7.164,unknown,We Supply,Stanley Clarke,"ROCKS, PEBBLES AND SAND",spotify:track:2P8zAC5GXAQTjOqXF2cLsy,,,,fwdbtn,fwdbtn,true,true,false,1666648932,false
2022-10-24T22:00:16Z,xngnm3j4vjni403oma295la0j,android,1001,BR,177.51.7.164,unknown,Versace on the Floor,Bruno Mars,24K Magic,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,,,,fwdbtn,fwdbtn,true,true,false,1666648934,false
2022-10-24T22:04:49Z,xngnm3j4vjni403oma295la0j,android,272973,BR,179.185.184.139,unknown,The Light,Metronomy,Metronomy Forever,spotify:track:64R2n9O7Aif7YP3ivkOWYS,,,,fwdbtn,trackdone,true,false,false,1666648935,false
2022-10-24T22:26:30Z,xngnm3j4vjni403oma295la0j,android,157454,BR,179.185.184.139,unknown,Take Five,Dave Brubeck,I Like Jazz: The Essence Of Dave Brubeck,spotify:track:63H27dCDIap9kwalfQYe8B,,,,trackdone,logout,true,false,false,1666649207,false
2022-10-25T00:49:10Z,xngnm3j4vjni403oma295la0j,android,276293,BR,177.51.3.226,unknown,Magnetar (feat. Adam Deitch & Shaun Martin),Mark Lettieri,"Deep: The Baritone Sessions, Vol. 2",spotify:track:5eW1QM1wczip1HASwYJGZx,,,,playbtn,trackdone,true,false,false,1666658794,false
2022-10-25T00:54:43Z,xngnm3j4vjni403oma295la0j,android,332266,BR,177.51.3.226,unknown,Verve,Organ Freeman,Organ Freeman,spotify:track:3yKz2mZ3INxo2mYsx2xINQ,,,,trackdone,trackdone,true,false,false,1666659069,false
2022-10-25T01:07:45Z,xngnm3j4vjni403oma295la0j,android,123740,BR,179.185.184.139,unknown,Astral Traveling,Pharoah Sanders,Thembi,spotify:track:55X66sKArUevBeGD7buroR,,,,trackdone,endplay,true,true,false,1666659402,false
2022-10-25T01:07:47Z,xngnm3j4vjni403oma295la0j,android,1752,BR,179.185.184.139,unknown,Kerosene!,Yves Tumor,Heaven To A Tortured Mind,spotify:track:1Kjw0LwdniCWran4PxJqPQ,,,,playbtn,fwdbtn,true,true,false,1666660184,false
2022-10-25T01:09:32Z,xngnm3j4vjni403oma295la0j,android,2400,BR,179.185.184.139,unknown,Moth To A Flame (with The Weeknd),Swedish House Mafia,Paradise Again,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,,,,fwdbtn,endplay,true,true,false,1666660186,false
2022-10-25T01:14:32Z,xngnm3j4vjni403oma295la0j,android,299666,BR,177.51.4.233,unknown,Pull Away/So Many Times,Dust,Hard Attack/Dust,spotify:track:6RrxpL1QOgTCtQZ5XvfVEa,,,,playbtn,trackdone,true,false,false,1666660292,false
2022-10-25T01:20:16Z,xngnm3j4vjni403oma295la0j,android,343293,BR,179.185.184.139,unknown,Cubensis Lenses,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",spotify:track:6pmnLlu0OhMNFXEEgkiYEX,,,,trackdone,trackdone,true,false,false,1666660591,false
2022-10-25T01:26:38Z,xngnm3j4vjni403oma295la0j,android,381946,BR,179.185.184.139,unknown,The Pot,TOOL,"10,000 Days",spotify:track:1lATXTBJDHwawvT1UfxWu3,,,,trackdone,trackdone,true,false,false,1666660935,false
2022-10-25T01:31:47Z,xngnm3j4vjni403oma295la0j,android,308160,BR,179.185.184.139,unknown,The Shape of Punk to Come,Refused,The Shape Of Punk To Come,spotify:track:7oL0vFfSCwukkPYF3h7CO3,,,,trackdone,trackdone,true,false,false,1666661317,false
2022-10-25T01:36:02Z,xngnm3j4vjni403oma295la0j,android,255226,BR,179.185.184.139,unknown,Feel,Ty Segall,Manipulator,spotify:track:15twZc5JNNAvg7Y49tuY0w,,,,trackdone,trackdone,true,false,false,1666661626,false
2022-10-25T01:39:46Z,xngnm3j4vjni403oma295la0j,android,222134,BR,179.185.184.139,unknown,X-Ray Visions,Clutch,Psychic Warfare,spotify:track:3MWjHnS7hpzrtRqNhT4DsS,,,,trackdone,trackdone,true,false,false,1666661881,false
2022-10-25T01:46:44Z,xngnm3j4vjni403oma295la0j,android,418307,BR,179.185.184.139,unknown,Alberic,The Dead Pirates,Highmare,spotify:track:0p4HHctjs5OnhPPWDNfJLC,,,,trackdone,trackdone,true,false,false,1666662104,false
2022-10-25T01:52:31Z,xngnm3j4vjni403oma295la0j,android,346573,BR,179.185.184.139,unknown,Oblivion,Mastodon,Crack the Skye,spotify:track:4Ynr1SPCeUI0W0YPeSFSIK,,,,trackdone,trackdone,true,false,false,1666662523,false
2022-10-25T01:53:07Z,xngnm3j4vjni403oma295la0j,android,34540,BR,179.185.184.139,unknown,Setting Fire to Sleeping Giants,The Dillinger Escape Plan,Miss Machine,spotify:track:2ZyNYdziwt0ZS9mxRiwnXM,,,,trackdone,endplay,true,true,false,1666662870,false
2022-10-25T01:58:09Z,xngnm3j4vjni403oma295la0j,android,302200,BR,179.185.184.139,unknown,Comentário a respeito de John,Belchior,2 é Demais,spotify:track:60FRsJnxV5OC0ueBwYB0yT,,,,clickrow,trackdone,true,false,false,1666662906,false
2022-10-25T01:59:45Z,xngnm3j4vjni403oma295la0j,android,5414,BR,179.185.184.139,unknown,I'll Try Anything Once,Joni,I'll Try Anything Once,spotify:track:5svOPwScBKGs5o2AWW9DwG,,,,trackdone,endplay,true,true,false,1666663208,false
2022-10-25T02:03:44Z,xngnm3j4vjni403oma295la0j,android,197013,BR,179.185.184.139,unknown,Spellbound,Siouxsie and the Banshees,Juju,spotify:track:5Ng6UbryNd3eds2zQk9MUf,,,,clickrow,trackdone,false,false,false,1666663305,false
2022-10-25T02:08:54Z,xngnm3j4vjni403oma295la0j,android,309306,BR,179.185.184.139,unknown,The Passenger,Siouxsie and the Banshees,Through The Looking Glass,spotify:track:6EZDbjz2X5XzgIZCtbsrXh,,,,trackdone,trackdone,false,false,false,1666663543,false
2022-10-25T02:11:50Z,xngnm3j4vjni403oma295la0j,android,175906,BR,179.185.184.139,unknown,Hong Kong Garden,Siouxsie and the Banshees,The Scream,spotify:track:5bxBosfOC3upyOK9tjxZ35,,,,trackdone,trackdone,false,false,false,1666663853,false
2022-10-25T02:12:04Z,xngnm3j4vjni403oma295la0j,android,12817,BR,179.185.184.139,unknown,The Passenger,Siouxsie and the Banshees,Through The Looking Glass,spotify:track:6EZDbjz2X5XzgIZCtbsrXh,,,,trackdone,endplay,false,true,false,1666664029,false
2022-10-25T02:15:55Z,xngnm3j4vjni403oma295la0j,android,231573,BR,179.185.184.139,unknown,Cities In Dust,Siouxsie and the Banshees,Tinderbox,spotify:track:2xq9cLlOPyLoi8kLlR4miz,,,,clickrow,trackdone,false,false,false,1666664044,false
2022-10-25T02:15:58Z,xngnm3j4vjni403oma295la0j,android,0,BR,179.185.184.139,unknown,Dear Prudence,Siouxsie and the Banshees,Hyaena,spotify:track:34tFidHrETMAjsiK87WVVW,,,,trackdone,endplay,false,true,false,1666664275,false
2022-10-25T02:20:32Z,xngnm3j4vjni403oma295la0j,android,275600,BR,179.185.184.139,unknown,Bad Girl - Edit,Madonna,Bad Girl / Fever,spotify:track:3ySoxsioJ7f13IVJikChN0,,,,clickrow,trackdone,false,false,false,1666664277,false
2022-10-25T02:24:14Z,xngnm3j4vjni403oma295la0j,android,221946,BR,179.185.184.139,unknown,Wait A Minute,The Pussycat Dolls,PCD,spotify:track:0LuXDAf5qLisuEII1iI81y,,,,playbtn,trackdone,false,false,false,1666664552,false
2022-10-25T02:28:31Z,xngnm3j4vjni403oma295la0j,android,0,BR,179.185.184.139,unknown,The Sweet Escape,Gwen Stefani,The Sweet Escape,spotify:track:07K4GcCDSTiXUF5ssyTRUM,,,,trackdone,fwdbtn,false,true,false,1666664773,false
2022-10-25T02:30:45Z,xngnm3j4vjni403oma295la0j,android,133449,BR,179.185.184.139,unknown,Heaven Is A Place On Earth,Belinda Carlisle,Heaven on Earth (Remastered & Expanded Special Edition),spotify:track:4V9BTST4BSkvOL4xIQNHuS,,,,fwdbtn,fwdbtn,false,true,false,1666665030,false
2022-10-25T02:31:44Z,xngnm3j4vjni403oma295la0j,android,59121,BR,179.185.184.139,unknown,"Leave a Light On (7"")",Belinda Carlisle,Runaway Horses (Remastered & Expanded Special Edition),spotify:track:5Fmwhqt1zOi0uPYa1nl72k,,,,fwdbtn,endplay,false,true,false,1666665164,false
2022-10-25T02:36:32Z,xngnm3j4vjni403oma295la0j,android,285570,BR,179.185.184.139,unknown,Satisfaction - Isak Original Extended,Benny Benassi,Hypnotica,spotify:track:1n7omixiROWs5q6xpWiQuL,,,,clickrow,trackdone,false,false,false,1666665225,false
2022-10-25T02:37:27Z,xngnm3j4vjni403oma295la0j,android,53708,BR,179.185.184.139,unknown,Satisfaction,David Guetta,Satisfaction,spotify:track:0lwyzp7GppQxv0Eu6wRkUo,,,,trackdone,endplay,false,true,false,1666665511,false
2022-10-25T02:39:23Z,xngnm3j4vjni403oma295la0j,android,113948,BR,179.185.184.139,unknown,Make It Bun Dem,Skrillex,Make It Bun Dem,spotify:track:6AbVJjzv7thIvmMCuhZrmK,,,,clickrow,endplay,false,true,false,1666665566,false
2022-10-25T02:43:00Z,xngnm3j4vjni403oma295la0j,android,215253,BR,179.185.184.139,unknown,Bangarang (feat. Sirah),Skrillex,Bangarang EP,spotify:track:6VRhkROS2SZHGlp0pxndbJ,,,,clickrow,trackdone,false,false,false,1666665684,false
2022-10-25T02:46:46Z,xngnm3j4vjni403oma295la0j,android,225933,BR,179.185.184.139,unknown,Beautiful People,Chris Brown,Beautiful People (Chris Brown & Benny Benassi),spotify:track:3GJE9ywN3oHet79LTVL6nl,,,,trackdone,trackdone,false,false,false,1666665899,false
2022-10-25T02:50:26Z,xngnm3j4vjni403oma295la0j,android,219043,BR,179.185.184.139,unknown,Sugar (feat. Francesco Yates),Robin Schulz,Sugar,spotify:track:5tf1VVWniHgryyumXyJM7w,,,,trackdone,trackdone,false,false,false,1666666126,false
2022-10-25T07:21:56Z,xngnm3j4vjni403oma295la0j,android,998,BR,179.185.184.139,unknown,Don’t Go (with Justin Bieber & Don Toliver),Skrillex,Don’t Go (with Justin Bieber & Don Toliver),spotify:track:55sgQENF3LY1sUcJUwasLl,,,,trackdone,logout,false,false,false,1666666345,false
2022-10-25T16:06:30Z,xngnm3j4vjni403oma295la0j,android,3910,BR,179.185.184.139,unknown,Wolf Like Me,Local H,Local H's Awesome Mix Tape #1,spotify:track:3N3mn46tu41qqjT5sSqJ29,,,,playbtn,fwdbtn,true,true,false,1666714104,false
2022-10-25T16:06:31Z,xngnm3j4vjni403oma295la0j,android,1311,BR,179.185.184.139,unknown,I Of The Mourning,The Smashing Pumpkins,Machina / The Machines Of God,spotify:track:1nCDhziXMwxIn3K4gV09xr,,,,fwdbtn,fwdbtn,true,true,false,1666714108,false
2022-10-25T16:06:34Z,xngnm3j4vjni403oma295la0j,android,2424,BR,179.185.184.139,unknown,Legion of Evil,OFF!,Wasted Years,spotify:track:1D7UptYebKg1ETt6i6C7oF,,,,fwdbtn,fwdbtn,true,true,false,1666714110,false
2022-10-25T16:06:35Z,xngnm3j4vjni403oma295la0j,android,0,BR,179.185.184.139,unknown,Lifestyles of the Rich & Famous,Good Charlotte,The Young and The Hopeless,spotify:track:2g2a5kDeZexbUTD8abcvm6,,,,fwdbtn,fwdbtn,true,true,false,1666714113,false
2022-10-25T16:06:36Z,xngnm3j4vjni403oma295la0j,android,947,BR,179.185.184.139,unknown,Pretend We're Dead,L7,Bricks Are Heavy,spotify:track:3z5ggGtcs4t8pizW521gW9,,,,fwdbtn,fwdbtn,true,true,false,1666714114,false
2022-10-25T16:06:37Z,xngnm3j4vjni403oma295la0j,android,1010,BR,179.185.184.139,unknown,Confisco,Charlie Brown Jr.,"Preço Curto, Prazo Longo",spotify:track:0qhwZ19NLe1FpQSmb4ZZau,,,,fwdbtn,fwdbtn,true,true,false,1666714115,false
2022-10-25T16:09:56Z,xngnm3j4vjni403oma295la0j,android,199386,BR,177.51.1.12,unknown,Prayer Of The Refugee,Rise Against,The Sufferer & The Witness,spotify:track:2VGQ342iuqj6aSaYbyBQVJ,,,,fwdbtn,trackdone,true,false,false,1666714116,false
2022-10-25T16:14:59Z,xngnm3j4vjni403oma295la0j,android,302740,BR,177.51.1.12,unknown,Quentin,The Dead Pirates,Highmare,spotify:track:7cnFB1Z4U3y8NH3D9IiSM4,,,,trackdone,trackdone,true,false,false,1666714314,false
2022-10-25T16:23:48Z,xngnm3j4vjni403oma295la0j,android,528111,BR,179.185.184.139,unknown,Vidage,1000mods,Super Van Vacation,spotify:track:0GHRVjxxKDpFBHKMfoTiQ2,,,,trackdone,trackdone,true,false,false,1666714618,false
2022-10-25T16:40:21Z,xngnm3j4vjni403oma295la0j,windows,219970,BR,187.64.78.76,unknown,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title,spotify:track:2YlZnw2ikdb837oKMKjBkW,,,,clickrow,logout,false,false,false,1666715801,false
2022-10-25T18:59:18Z,xngnm3j4vjni403oma295la0j,android,137321,BR,177.51.2.190,unknown,Helicopter,Bloc Party,Silent Alarm,spotify:track:7vjzFWG4neQ9YYMN9yZ9hr,,,,trackdone,logout,true,false,false,1666715147,false
2022-10-25T23:33:24Z,xngnm3j4vjni403oma295la0j,android,244226,BR,177.51.2.190,unknown,Lookin' at the World,Ghost-Note,Swagism,spotify:track:248XESwp5QmNsE0YsMVOGN,,,,playbtn,trackdone,true,false,false,1666740679,false
2022-10-25T23:36:22Z,xngnm3j4vjni403oma295la0j,android,177471,BR,177.51.2.190,unknown,Apache,The Heritage Orchestra,The Breaks,spotify:track:4X7w6QYx0n3YMKotEdH6LO,,,,trackdone,trackdone,true,false,false,1666740923,false
2022-10-25T23:42:12Z,xngnm3j4vjni403oma295la0j,android,350266,BR,177.51.2.190,unknown,Astral Traveling,Pharoah Sanders,Thembi,spotify:track:55X66sKArUevBeGD7buroR,,,,trackdone,trackdone,true,false,false,1666741101,false
2022-10-25T23:50:11Z,xngnm3j4vjni403oma295la0j,android,478636,BR,177.51.2.190,unknown,16 Bars,The Funky Knuckles,Meta-Musica,spotify:track:1AFJdPatKBaoHzT0UFRBsM,,,,trackdone,trackdone,true,false,false,1666741451,false
2022-10-25T23:52:28Z,xngnm3j4vjni403oma295la0j,android,136013,BR,177.51.2.190,unknown,Ikigai,Robohands,Shapes,spotify:track:562WsbcGbzCzvIoMWusiQ0,,,,trackdone,trackdone,true,false,false,1666741931,false
2022-10-26T01:12:00Z,xngnm3j4vjni403oma295la0j,windows,110460,BR,187.64.78.76,unknown,Sun King,The Cult,Sonic Temple,spotify:track:49Qxpe6BG3HcWO6sAdEFr0,,,,fwdbtn,remote,false,false,false,1666746610,false
2022-10-26T01:12:06Z,xngnm3j4vjni403oma295la0j,not_applicable,1386,BR,179.185.184.139,57802814,Bang Dem Sticks,Meghan Trainor,Title,spotify:track:1aSjgqYklzgdzOXSXLrWSn,,,,remote,endplay,false,true,false,0,false
2022-10-26T01:12:08Z,xngnm3j4vjni403oma295la0j,not_applicable,517,BR,179.185.184.139,57802814,Sun King,The Cult,Sonic Temple,spotify:track:49Qxpe6BG3HcWO6sAdEFr0,,,,clickrow,endplay,false,true,false,0,false
2022-10-26T01:18:18Z,xngnm3j4vjni403oma295la0j,not_applicable,369200,BR,179.185.184.139,57802814,Sun King,The Cult,Sonic Temple,spotify:track:49Qxpe6BG3HcWO6sAdEFr0,,,,clickrow,trackdone,false,false,false,0,false
2022-10-26T01:24:27Z,xngnm3j4vjni403oma295la0j,not_applicable,369200,BR,179.185.184.139,57802814,Sun King,The Cult,Sonic Temple,spotify:track:49Qxpe6BG3HcWO6sAdEFr0,,,,trackdone,trackdone,false,false,false,0,false
2022-10-26T01:25:32Z,xngnm3j4vjni403oma295la0j,android,451488,BR,177.51.3.114,unknown,Smack 'em,Ghost-Note,Swagism,spotify:track:0vlHJxm2m5GUdUnhBl5WFK,,,,trackdone,remote,true,false,false,1666742067,false
2022-10-26T01:29:35Z,xngnm3j4vjni403oma295la0j,not_applicable,308267,BR,179.185.184.139,57802814,Sweet Soul Sister,The Cult,Sonic Temple,spotify:track:4PIT1Co74lQde7Jsfw06Mv,,,,trackdone,trackdone,false,false,false,0,false
2022-10-26T01:43:10Z,xngnm3j4vjni403oma295la0j,not_applicable,209938,BR,179.185.184.139,57802814,Wild Flower,The Cult,Electric,spotify:track:75tCX7RI0eqD99yHMS8h4w,,,,trackdone,logout,false,false,false,0,false
2022-10-26T17:23:12Z,xngnm3j4vjni403oma295la0j,android,3965,BR,177.51.0.212,unknown,Green,Robohands,Green,spotify:track:4beIzLO6PLimfdEgkpJI22,,,,playbtn,fwdbtn,false,true,false,1666805106,false
2022-10-26T17:23:15Z,xngnm3j4vjni403oma295la0j,android,1820,BR,177.51.0.212,unknown,Give Me Mercy,The Cult,Under The Midnight Sun,spotify:track:2o3ArJxclRwYx7n1PjpWbI,,,,fwdbtn,fwdbtn,true,true,false,1666805110,false
2022-10-26T17:26:53Z,xngnm3j4vjni403oma295la0j,android,219000,BR,177.51.0.212,unknown,Rise,The Cult,Beyond Good and Evil,spotify:track:1TbihmZ2BtE4JP6C85I0zZ,,,,fwdbtn,trackdone,true,false,false,1666805113,false
2022-10-26T17:29:54Z,xngnm3j4vjni403oma295la0j,android,36807,BR,177.51.0.212,unknown,The Quiet Things That No One Ever Knows,Brand New,Deja Entendu,spotify:track:3IlY76VbP31zwPY0S2EMjh,,,,trackdone,endplay,true,true,false,1666805332,false
2022-10-26T17:35:13Z,xngnm3j4vjni403oma295la0j,android,314092,BR,177.51.0.212,unknown,,,,,"AI Today Podcast: Applying CPMAI in the Real World, Interview with Andrew Stone, Maximus","AI Today Podcast: Artificial Intelligence Insights, Experts, and Opinion",spotify:episode:0RMqCD9CUqwvmGCxw47zij,clickrow,endplay,false,true,false,1666805513,false
2022-10-26T17:41:41Z,xngnm3j4vjni403oma295la0j,android,384999,BR,177.51.0.212,unknown,,,,, #018 COMO DAR CERTO NA PROGRAMAÇÃO? - Mentalidade e expectativas sobre a área,Podcast Dev em Dobro,spotify:episode:69o1IDs0CnEnP0Ic5RXsYE,clickrow,fwdbtn,false,true,false,1666805831,false
2022-10-26T17:41:42Z,xngnm3j4vjni403oma295la0j,android,997,BR,177.51.0.212,unknown,Jesus Christ,Brand New,The Devil And God Are Raging Inside Me,spotify:track:2S7I0ZeMkyp3p2HVus5IOR,,,,fwdbtn,fwdbtn,false,true,false,1666806219,false
2022-10-26T17:41:50Z,xngnm3j4vjni403oma295la0j,android,2806,BR,177.51.0.212,unknown,Love Removal Machine,The Cult,Electric,spotify:track:5u0MCSH2msdLurNeGXRyTJ,,,,fwdbtn,endplay,false,true,false,1666806220,false
2022-10-26T17:52:12Z,xngnm3j4vjni403oma295la0j,android,620338,BR,177.51.0.212,unknown,,,,,#021 O DEV COPIADOR - Você nunca será um bom programador assim,Podcast Dev em Dobro,spotify:episode:1TENsmcuaqGpm0B7l65Rz5,clickrow,fwdbtn,false,true,false,1666806228,false
2022-10-26T17:52:39Z,xngnm3j4vjni403oma295la0j,android,792,BR,177.51.0.212,unknown,Nirvana,The Cult,Love,spotify:track:1Ykxsic1V3kvfTg9y6ypbr,,,,fwdbtn,endplay,false,true,false,1666806851,false
2022-10-26T18:20:47Z,xngnm3j4vjni403oma295la0j,android,1115353,BR,177.51.0.212,unknown,,,,,"Se você não aprender lógica de programação, você NÃO VAI CONSEGUIR VAGA — Podcast DevPro #056",DevPro,spotify:episode:2XxEhO0cPflGp3oGRgGJLX,clickrow,endplay,false,true,false,1666806877,false
2022-10-26T18:24:43Z,xngnm3j4vjni403oma295la0j,android,236110,BR,177.51.0.212,unknown,Burnout,The Lulu Raes,Burnout,spotify:track:6CyVBEQfvaGCMayuqPSdhU,,,,clickrow,trackdone,true,false,false,1666808566,false
2022-10-26T18:28:21Z,xngnm3j4vjni403oma295la0j,android,217521,BR,177.51.0.212,unknown,Give Me Mercy,The Cult,Under The Midnight Sun,spotify:track:2o3ArJxclRwYx7n1PjpWbI,,,,trackdone,trackdone,true,false,false,1666808801,false
2022-10-26T18:28:51Z,xngnm3j4vjni403oma295la0j,android,23586,BR,177.51.0.212,unknown,,,,,#028 BACKEND GANHA MAIS? - Falando de salários nas áreas de TI,Podcast Dev em Dobro,spotify:episode:6rqGNHi2wSikqPNOahXP18,trackdone,fwdbtn,true,true,false,1666809019,false
2022-10-26T18:28:52Z,xngnm3j4vjni403oma295la0j,android,550,BR,177.51.0.212,unknown,,,,,#027 AMANHÃ EU FAÇO! - Dicas para não procrastinar nos estudos de programação,Podcast Dev em Dobro,spotify:episode:2R234qJQRoDOPFX7G6tHVs,fwdbtn,fwdbtn,true,true,false,1666809049,false
2022-10-26T18:32:31Z,xngnm3j4vjni403oma295la0j,android,219566,BR,177.51.0.212,unknown,The Way Life Runs,The Lulu Raes,The Way Life Runs,spotify:track:30neZZ35P5dy6dWVwFG9mP,,,,fwdbtn,trackdone,true,false,false,1666809050,false
2022-10-26T18:37:56Z,xngnm3j4vjni403oma295la0j,android,324189,BR,177.51.0.212,unknown,Blues Da Piedade - Ao Vivo,Cazuza,O Tempo Não Para - O Show Completo,spotify:track:5wiGQlkfCzatjoQCVHpA4E,,,,trackdone,fwdbtn,true,true,false,1666809269,false
2022-10-26T18:43:06Z,xngnm3j4vjni403oma295la0j,android,309800,BR,177.51.0.212,unknown,Wet Sand,Red Hot Chili Peppers,Stadium Arcadium,spotify:track:3L2Nyi3T7XabH8EEZFLDdX,,,,fwdbtn,trackdone,true,false,false,1666809595,false
2022-10-26T18:43:36Z,xngnm3j4vjni403oma295la0j,android,28497,BR,177.51.0.212,unknown,Caminhos Cruzados,João Gilberto,Amoroso,spotify:track:7xBsQj2rXV3tRGwKyfMBIC,,,,trackdone,fwdbtn,true,true,false,1666809904,false
